lambda,C-index Train,Mean C-index Test,C-index Test sd,IBS@3y,IBS_3y_std,IBS@3y CI95%,Non-zero coefs,Execution Time (min)
10.200000000000001,0.727,0.718,0.025,0.1463,0.003938932164747859,"[0.1438, 0.1487]",4,0.28
10.3,0.725,0.717,0.025,0.1469,0.0038847311680712225,"[0.1445, 0.1493]",4,0.29
10.4,0.724,0.716,0.024,0.1475,0.0038305177634531517,"[0.1451, 0.1499]",4,0.29
10.5,0.723,0.715,0.024,0.1482,0.0037763034558920463,"[0.1458, 0.1505]",4,0.29
10.6,0.722,0.714,0.024,0.1489,0.003722098168410404,"[0.1466, 0.1512]",4,0.28
10.700000000000001,0.72,0.713,0.024,0.1496,0.003667911055602638,"[0.1473, 0.1518]",4,0.29
10.8,0.719,0.713,0.024,0.1503,0.003613750976113695,"[0.1481, 0.1525]",4,0.29
10.9,0.717,0.711,0.024,0.1511,0.003559625163378845,"[0.1489, 0.1533]",4,0.29
11.0,0.716,0.711,0.023,0.1519,0.003505500452239958,"[0.1497, 0.1541]",4,0.29
11.1,0.714,0.71,0.024,0.1527,0.003451487656923173,"[0.1506, 0.1549]",4,0.29
11.200000000000001,0.712,0.709,0.024,0.1535,0.003393359844384998,"[0.1514, 0.1556]",3,0.29
11.3,0.711,0.707,0.024,0.154,0.0033268199003060523,"[0.1519, 0.1560]",3,0.29
11.4,0.709,0.707,0.024,0.1545,0.0032608391200279743,"[0.1525, 0.1565]",3,0.29
11.5,0.708,0.705,0.023,0.155,0.0031954828390293425,"[0.1531, 0.1570]",3,0.29
11.6,0.707,0.704,0.023,0.1556,0.0031307531322653038,"[0.1537, 0.1575]",3,0.29
11.700000000000001,0.706,0.703,0.023,0.1561,0.0030683042991156667,"[0.1542, 0.1580]",2,0.29
11.8,0.705,0.702,0.023,0.1567,0.0030072552474759862,"[0.1548, 0.1585]",2,0.29
11.9,0.704,0.701,0.023,0.1572,0.002946540457722999,"[0.1554, 0.1590]",2,0.28
12.0,0.703,0.7,0.023,0.1578,0.0028861835698960974,"[0.1560, 0.1596]",2,0.28
